OrgNumber,Name
914864445,BN Bank
937897464,Etne Sparebank
937894627,Flekkefjord Sparebank
837895502,Haugesund Sparebank
937893655,Lillesands Sparebank
937898614,Luster Sparebank
937896670,Skudenes & Aakra Sparebank
937894716,Spareskillingsbanken
937895054,Søgne og Greipstad Sparebank
937897286,Voss Sparebank
990323429,Gjensidige Bank
937904029,Helgeland Sparebank
980374181,Landkreditt Bank
911986884,OBOS-banken
937899319,Sparebanken Møre
937888937,Sparebanken Øst
832554332,Sparebanken Vest
